# Input: C:/Users/Yanyan/Documents/Visual Studio 2013/Projects/StressTransGraphVis/data/bcspwr10/bcspwr10.txt
# Nodes: 5300    Edges: 8271
# Algoritm: Clauset-Newman-Moore
# Modularity: 0.921425
# Communities: 33
# NId	CommunityId
1964	1
3037	1
1981	1
2010	1
4929	1
2070	1
4326	1
2433	1
2558	1
4568	1
3184	1
2591	1
3173	1
2761	1
3566	1
3035	2
1	2
2852	2
32	2
2094	2
36	2
3100	2
94	2
2128	2
102	2
2533	2
103	2
3385	2
131	2
2134	2
137	2
258	2
138	2
4416	2
141	2
3472	2
156	2
4905	2
161	2
3655	2
162	2
3373	2
206	2
207	2
3489	2
3365	2
336	2
4272	2
3307	2
338	2
2582	2
339	2
4909	2
3792	2
340	2
4863	2
3339	2
354	2
4862	2
3451	2
363	2
3295	2
374	2
373	2
3907	2
4121	2
376	2
4374	2
4134	2
382	2
2937	2
384	2
387	2
4680	2
388	2
4135	2
421	2
403	2
4008	2
3954	2
404	2
4801	2
416	2
4906	2
3824	2
423	2
4335	2
426	2
424	2
4497	2
471	2
425	2
3746	2
428	2
487	2
427	2
4696	2
2794	2
430	2
4082	2
433	2
4912	2
3392	2
455	2
4915	2
2704	2
457	2
4732	2
2073	2
459	2
462	2
4269	2
4908	2
509	2
473	2
3553	2
2196	2
477	2
3034	2
3370	2
480	2
4405	2
484	2
3501	2
494	2
3523	2
3483	2
497	2
3502	2
535	2
498	2
3422	2
3308	2
508	2
3517	2
4355	2
2693	2
2686	2
2408	2
2687	2
3363	2
4020	2
2443	2
4541	2
2456	2
3699	2
2493	2
4913	2
4910	2
3158	2
2571	2
4844	2
4845	2
4450	2
3182	2
2613	2
2669	2
4907	2
3680	2
2744	2
4136	2
2782	2
4911	2
4283	2
2826	2
4564	2
2853	2
3495	2
2872	2
4864	2
2910	2
3735	2
2930	2
3899	2
3033	2
3032	2
3039	2
3426	2
3782	2
4222	2
4556	2
4290	2
3431	2
4731	2
3737	2
3494	2
3564	2
3585	2
3584	2
4490	2
3640	2
3639	2
3641	2
4235	2
3743	2
4413	2
3987	2
3946	2
3950	2
4375	2
2084	3
2	3
3190	3
43	3
1107	3
225	3
4599	3
232	3
1658	3
234	3
3959	3
281	3
4651	3
299	3
4853	3
310	3
311	3
5266	3
2182	3
314	3
323	3
2131	3
346	3
356	3
4221	3
359	3
362	3
365	3
2700	3
377	3
5280	3
2507	3
420	3
3376	3
444	3
5034	3
456	3
458	3
5277	3
562	3
559	3
3224	3
747	3
741	3
2422	3
3898	3
771	3
766	3
1143	3
1128	3
2651	3
3935	3
1403	3
1385	3
4342	3
2796	3
1393	3
5281	3
1682	3
1444	3
4328	3
3512	3
1466	3
5279	3
1470	3
1468	3
2909	3
2881	3
1485	3
4934	3
1499	3
2984	3
2738	3
1504	3
3567	3
1515	3
3766	3
1528	3
4464	3
4672	3
1583	3
4939	3
2209	3
1674	3
3662	3
1675	3
5283	3
4213	3
1680	3
5285	3
3955	3
1687	3
4593	3
1811	3
4399	3
2057	3
2045	3
5124	3
3288	3
2061	3
3511	3
3460	3
2181	3
5098	3
2461	3
3572	3
3491	3
2602	3
3618	3
3642	3
2682	3
2609	3
3388	3
3808	3
2621	3
3770	3
2635	3
4427	3
4777	3
3557	3
2642	3
2765	3
4489	3
3906	3
2772	3
4804	3
2860	3
2838	3
2839	3
4309	3
2845	3
5282	3
3624	3
2972	3
3246	3
3408	3
3419	3
3515	3
3298	3
3479	3
3310	3
3510	3
3327	3
3349	3
5278	3
5284	3
237	4
3	4
239	4
15	4
3870	4
27	4
247	4
75	4
249	4
83	4
253	4
111	4
257	4
128	4
2259	4
164	4
2144	4
170	4
2149	4
185	4
272	4
196	4
3189	4
204	4
2156	4
208	4
2158	4
210	4
3003	4
2012	4
2176	4
2368	4
717	4
2471	4
454	4
4961	4
5104	4
3845	4
4210	4
719	4
5056	4
2993	4
1025	4
4095	4
2578	4
1102	4
4105	4
1117	4
1109	4
1118	4
1116	4
3762	4
4393	4
1149	4
4395	4
1157	4
4396	4
3145	4
1159	4
2236	4
1194	4
2770	4
4287	4
1206	4
4449	4
3815	4
1209	4
4207	4
2680	4
1211	4
3044	4
2696	4
1226	4
3209	4
2452	4
1230	4
3892	4
2708	4
1234	4
2627	4
1239	4
3551	4
4289	4
1245	4
4795	4
2660	4
1284	4
2661	4
1303	4
1289	4
2631	4
1302	4
2769	4
2237	4
1311	4
2307	4
1323	4
1313	4
1316	4
4208	4
1317	4
4492	4
1319	4
1320	4
1327	4
4212	4
1342	4
1344	4
4206	4
1354	4
4960	4
4608	4
3042	4
1601	4
4687	4
3284	4
1603	4
4962	4
2232	4
1604	4
2728	4
1650	4
1608	4
4199	4
3283	4
1611	4
4523	4
2338	4
1618	4
4001	4
2431	4
1628	4
3967	4
1645	4
4524	4
2977	4
2389	4
1681	4
3398	4
3728	4
1714	4
4256	4
2646	4
1742	4
2256	4
1761	4
4666	4
1766	4
1773	4
4828	4
4076	4
1781	4
1782	4
1788	4
1824	4
1793	4
1795	4
4665	4
1910	4
1798	4
2262	4
1817	4
3148	4
1826	4
3548	4
1850	4
1834	4
4878	4
3118	4
1837	4
4951	4
1845	4
3773	4
3171	4
1878	4
3647	4
2369	4
1924	4
4239	4
4368	4
1952	4
2008	4
1954	4
4659	4
3629	4
1956	4
4303	4
2268	4
1957	4
2543	4
1979	4
4950	4
2282	4
1986	4
4367	4
3813	4
4953	4
5057	4
4260	4
4827	4
2365	4
3910	4
2357	4
5201	4
3716	4
4565	4
3605	4
2378	4
5043	4
2865	4
4128	4
4231	4
4392	4
4394	4
2619	4
4211	4
4412	4
2639	4
3468	4
3930	4
3847	4
2698	4
3439	4
4097	4
2717	4
4954	4
3753	4
2811	4
3047	4
3049	4
3410	4
3865	4
2921	4
4499	4
3835	4
2929	4
2938	4
2973	4
4201	4
4202	4
2981	4
3022	4
3841	4
3343	4
3643	4
4116	4
3043	4
3048	4
3837	4
3059	4
3160	4
4018	4
4096	4
4101	4
3296	4
3194	4
3886	4
3195	4
3204	4
3980	4
3229	4
3231	4
4746	4
3232	4
3262	4
3369	4
3945	4
4192	4
3425	4
3440	4
4257	4
3593	4
3450	4
4952	4
4200	4
3485	4
3582	4
3505	4
4209	4
3700	4
3761	4
3763	4
3764	4
3801	4
2503	5
4	5
4078	5
5	5
4080	5
7	5
4166	5
11	5
2125	5
13	5
2103	5
52	5
3183	5
57	5
5190	5
58	5
2110	5
62	5
2111	5
63	5
2112	5
64	5
4791	5
72	5
5195	5
74	5
2118	5
78	5
2124	5
95	5
2129	5
106	5
4023	5
118	5
4790	5
119	5
4153	5
122	5
2138	5
151	5
3142	5
160	5
3631	5
178	5
2148	5
184	5
4900	5
186	5
2317	5
187	5
3747	5
188	5
5177	5
216	5
3393	5
217	5
2161	5
220	5
4277	5
228	5
2167	5
230	5
3101	5
515	5
4605	5
2855	5
774	5
5003	5
2363	5
788	5
3610	5
793	5
3525	5
2432	5
934	5
2528	5
953	5
3798	5
5166	5
957	5
5167	5
3756	5
967	5
4698	5
988	5
3818	5
997	5
4596	5
2565	5
999	5
3116	5
1010	5
5221	5
2569	5
1015	5
4055	5
1019	5
3760	5
3163	5
1022	5
1026	5
5219	5
4140	5
1030	5
5218	5
1066	5
1041	5
2430	5
3849	5
1042	5
5095	5
1048	5
5094	5
3615	5
1052	5
4359	5
2017	5
1057	5
3908	5
5096	5
5214	5
1068	5
5215	5
2731	5
1087	5
2979	5
1095	5
5216	5
1100	5
5217	5
3656	5
1101	5
3093	5
1103	5
5222	5
1113	5
1105	5
4797	5
4522	5
1125	5
2600	5
1126	5
1131	5
4016	5
1133	5
4139	5
5206	5
1138	5
4817	5
1139	5
1141	5
5093	5
1152	5
4402	5
1162	5
1170	5
5220	5
4350	5
1172	5
2575	5
1174	5
1176	5
1178	5
2455	5
1183	5
4126	5
4049	5
1195	5
4364	5
2332	5
1197	5
1233	5
1219	5
3498	5
4254	5
3796	5
1241	5
5131	5
1318	5
1249	5
1412	5
1500	5
1250	5
5181	5
3355	5
1253	5
1256	5
2114	5
1257	5
4773	5
3374	5
1290	5
4703	5
1298	5
1296	5
4220	5
1300	5
5191	5
1301	5
1307	5
1341	5
1312	5
2172	5
2917	5
1348	5
4537	5
5002	5
4518	5
1367	5
4755	5
3395	5
1372	5
4901	5
2805	5
1373	5
4507	5
4422	5
1375	5
5193	5
2294	5
1382	5
2302	5
5180	5
3733	5
1427	5
3858	5
1429	5
4609	5
1448	5
2411	5
1455	5
3577	5
1461	5
4940	5
1472	5
1475	5
5042	5
4196	5
1743	5
4904	5
5188	5
4369	5
2681	5
3506	5
4149	5
3463	5
4120	5
3968	5
4532	5
2475	5
2300	5
2178	5
5168	5
2229	5
4516	5
3718	5
3943	5
4546	5
2344	5
4744	5
5192	5
2345	5
4485	5
3527	5
4188	5
2703	5
3787	5
4623	5
3829	5
4111	5
2496	5
5189	5
5230	5
4224	5
2497	5
4625	5
5179	5
5205	5
2586	5
2611	5
2605	5
4673	5
4477	5
2636	5
2667	5
4173	5
2714	5
4937	5
2978	5
2732	5
4559	5
2737	5
4892	5
3670	5
2751	5
4204	5
5005	5
2784	5
4383	5
4803	5
5194	5
4338	5
2834	5
2861	5
3999	5
2894	5
4397	5
2895	5
4611	5
2905	5
4766	5
2913	5
4717	5
2923	5
3065	5
2936	5
2951	5
2958	5
4624	5
2965	5
3497	5
3579	5
3000	5
3006	5
3010	5
3018	5
3014	5
3850	5
3132	5
3038	5
5176	5
3077	5
5004	5
3104	5
3389	5
3140	5
3120	5
3318	5
3137	5
4899	5
3176	5
5178	5
4816	5
3533	5
3221	5
3555	5
4034	5
4419	5
3269	5
3957	5
3881	5
3313	5
3360	5
3359	5
3387	5
3516	5
3514	5
3399	5
3496	5
3521	5
4154	5
3710	5
4718	5
3725	5
3734	5
3803	5
4487	5
4583	5
4903	5
2085	6
6	6
241	6
24	6
2351	6
87	6
2123	6
93	6
1276	6
110	6
254	6
117	6
3302	6
134	6
4292	6
135	6
3621	6
149	6
2177	6
189	6
265	6
193	6
2160	6
218	6
1130	6
4233	6
1546	6
792	6
5297	6
796	6
5296	6
1633	6
800	6
1248	6
801	6
805	6
802	6
2175	6
837	6
823	6
855	6
2155	6
2299	6
1124	6
4639	6
3236	6
1270	6
1240	6
1260	6
4446	6
3364	6
4531	6
1263	6
2115	6
1267	6
2440	6
1269	6
1271	6
1282	6
1275	6
1279	6
1280	6
1287	6
1281	6
1338	6
1285	6
2506	6
2150	6
1407	6
1411	6
5295	6
1626	6
1589	6
1750	6
1774	6
1593	6
4932	6
4621	6
1594	6
1596	6
3212	6
1599	6
3917	6
1698	6
1600	6
2352	6
1605	6
4252	6
1614	6
4638	6
3228	6
1620	6
3286	6
1623	6
1631	6
1624	6
2353	6
3504	6
1627	6
2252	6
1634	6
2468	6
1636	6
1638	6
4022	6
3838	6
1642	6
1767	6
1808	6
2518	6
4610	6
3449	6
2361	6
3804	6
2185	7
8	7
2089	7
17	7
240	7
22	7
3193	7
25	7
488	7
37	7
2096	7
40	7
3974	7
49	7
2018	7
65	7
2119	7
81	7
250	7
84	7
5288	7
99	7
2126	7
100	7
4273	7
104	7
3469	7
115	7
4751	7
121	7
255	7
125	7
5232	7
139	7
5231	7
146	7
2191	7
148	7
1544	7
163	7
572	7
165	7
2145	7
171	7
437	7
175	7
2147	7
179	7
3151	7
180	7
5259	7
195	7
5121	7
201	7
268	7
219	7
4999	7
226	7
2165	7
227	7
4891	7
2173	7
2297	7
763	7
300	7
4478	7
301	7
5011	7
759	7
309	7
4512	7
315	7
2023	7
317	7
3569	7
322	7
5286	7
3797	7
333	7
4297	7
5224	7
341	7
5225	7
3879	7
357	7
5204	7
1114	7
358	7
5227	7
2388	7
360	7
4304	7
361	7
5223	7
368	7
364	7
367	7
2230	7
721	7
400	7
375	7
2878	7
3025	7
381	7
4460	7
2189	7
385	7
2483	7
3404	7
386	7
389	7
390	7
391	7
2137	7
394	7
4897	7
397	7
5122	7
407	7
398	7
3268	7
399	7
5299	7
514	7
406	7
3626	7
2142	7
410	7
4806	7
417	7
411	7
414	7
2199	7
434	7
4448	7
3658	7
2190	7
440	7
1531	7
442	7
3636	7
443	7
3960	7
461	7
4474	7
2194	7
464	7
3645	7
465	7
5012	7
4079	7
466	7
468	7
469	7
2195	7
475	7
1473	7
4244	7
489	7
3625	7
492	7
493	7
5294	7
495	7
3452	7
499	7
3852	7
504	7
4823	7
2405	7
505	7
3462	7
520	7
5120	7
4030	7
555	7
570	7
829	7
591	7
3913	7
2330	7
608	7
3598	7
609	7
612	7
4643	7
620	7
622	7
4385	7
630	7
626	7
633	7
5226	7
2840	7
634	7
637	7
4058	7
645	7
5228	7
1632	7
654	7
666	7
704	7
722	7
724	7
734	7
737	7
748	7
2825	7
756	7
762	7
761	7
5233	7
764	7
3352	7
772	7
799	7
789	7
3165	7
791	7
5229	7
3544	7
813	7
4098	7
819	7
3445	7
830	7
5258	7
2371	7
833	7
840	7
2932	7
864	7
5287	7
4168	7
865	7
2412	7
879	7
3292	7
881	7
885	7
3949	7
899	7
948	7
902	7
2584	7
3682	7
1273	7
4428	7
4194	7
1292	7
4742	7
3400	7
1293	7
5251	7
1305	7
1352	7
1440	7
4652	7
1465	7
1447	7
5129	7
2858	7
4184	7
1538	7
2348	7
1545	7
2785	7
1556	7
2249	7
1625	7
2309	7
4071	7
1639	7
1668	7
1685	7
5128	7
1694	7
1688	7
1690	7
5252	7
3672	7
1692	7
3331	7
1693	7
5130	7
1696	7
4282	7
5234	7
3823	7
1830	7
4808	7
3807	7
1886	7
2969	7
1892	7
4486	7
1923	7
4226	7
3206	7
2060	7
2576	7
2301	7
2208	7
2786	7
3862	7
3781	7
2768	7
4671	7
3149	7
3628	7
2824	7
2835	7
2843	7
4681	7
2925	7
2956	7
4327	7
3002	7
5001	7
5127	7
3893	7
3004	7
3017	7
3112	7
3379	7
3711	7
4752	7
3457	7
4595	7
4753	7
4026	7
935	8
9	8
4741	8
26	8
245	8
44	8
858	8
97	8
2133	8
136	8
143	8
152	8
851	8
153	8
5082	8
177	8
266	8
197	8
1165	8
199	8
205	8
271	8
1346	8
343	8
284	8
275	8
5141	8
5079	8
277	8
1958	8
4246	8
285	8
2916	8
297	8
4676	8
4810	8
318	8
4941	8
5212	8
606	8
324	8
3900	8
3234	8
325	8
4740	8
2536	8
328	8
4453	8
332	8
355	8
337	8
3084	8
344	8
3867	8
2620	8
351	8
4834	8
2963	8
353	8
4186	8
2539	8
4923	8
5097	8
366	8
3814	8
395	8
3340	8
396	8
2395	8
401	8
408	8
2139	8
413	8
4525	8
415	8
2521	8
4922	8
2567	8
422	8
4291	8
450	8
467	8
5246	8
479	8
500	8
490	8
5263	8
4358	8
516	8
4684	8
2472	8
552	8
4468	8
5270	8
2757	8
635	8
3266	8
707	8
4447	8
4107	8
731	8
752	8
856	8
1961	8
3273	8
871	8
3697	8
3174	8
1069	8
4660	8
3250	8
1099	8
2188	8
1110	8
4332	8
1132	8
1142	8
4822	8
2234	8
1204	8
1379	8
1329	8
4750	8
1360	8
3411	8
1510	8
2036	8
1655	8
4469	8
1665	8
1656	8
5140	8
3297	8
1670	8
4982	8
1736	8
2001	8
2281	8
2002	8
3134	8
2004	8
2005	8
5269	8
2013	8
5139	8
3751	8
2033	8
5271	8
3627	8
2079	8
4424	8
2080	8
4472	8
2083	8
4765	8
5276	8
2572	8
2238	8
2264	8
3677	8
5138	8
3869	8
5245	8
4759	8
3789	8
3741	8
2545	8
2608	8
2588	8
2725	8
2781	8
4150	8
4171	8
4216	8
5040	8
3529	8
3240	8
4967	8
3528	8
3244	8
5083	8
4259	8
3245	8
3657	8
3251	8
3254	8
3256	8
4362	8
3603	8
3274	8
3275	8
3738	8
3277	8
4452	8
4056	8
3322	8
3323	8
4320	8
3328	8
3384	8
3396	8
5081	8
4266	8
3542	8
4733	8
4968	8
5084	8
5080	8
4041	8
2087	9
10	9
1060	9
19	9
2116	9
50	9
2560	9
77	9
4074	9
79	9
248	9
80	9
3156	9
86	9
2088	9
96	9
233	9
3175	9
235	9
273	9
4675	9
402	9
369	9
2313	9
702	9
696	9
2427	9
699	9
3851	9
2205	9
701	9
2304	9
709	9
2741	9
705	9
2942	9
706	9
2943	9
712	9
708	9
2169	9
4065	9
710	9
755	9
711	9
2316	9
714	9
4462	9
716	9
4356	9
2290	9
726	9
729	9
1424	9
730	9
742	9
735	9
2944	9
736	9
2945	9
787	9
1564	9
744	9
2211	9
770	9
2821	9
2384	9
773	9
776	9
777	9
4009	9
1067	9
778	9
3832	9
1343	9
781	9
2867	9
3889	9
785	9
4075	9
2935	9
2819	9
2820	9
3880	9
2385	9
2387	9
2437	9
2441	9
4066	9
2941	9
3888	9
1097	10
12	10
23	10
3293	10
107	10
2685	10
108	10
267	10
215	10
2157	10
221	10
1077	10
1005	10
1000	10
4051	10
1002	10
4031	10
2573	10
1011	10
3856	10
1013	10
3855	10
3854	10
1017	10
1029	10
1023	10
1094	10
3703	10
1040	10
1043	10
1055	10
1061	10
2663	10
1072	10
1083	10
4047	10
1092	10
1167	10
1179	10
3237	10
5202	10
3135	10
3144	10
3177	10
3200	10
238	11
14	11
242	11
28	11
244	11
34	11
1079	11
48	11
2293	11
73	11
972	11
116	11
256	11
127	11
2780	11
133	11
1082	11
154	11
261	11
167	11
2143	11
169	11
264	11
183	11
1432	11
191	11
3986	11
200	11
270	11
4331	11
1689	11
1492	11
4177	11
951	11
947	11
949	11
955	11
991	11
959	11
2109	11
963	11
1031	11
3777	11
980	11
3983	11
3078	11
987	11
3222	11
2760	11
989	11
2970	11
993	11
995	11
3975	11
3434	11
2082	11
1208	11
3397	11
3358	11
1264	11
3509	11
1339	11
2742	11
1347	11
4032	11
2355	11
1349	11
1855	11
1359	11
3172	11
1436	11
1362	11
2779	11
3769	11
1366	11
4403	11
1369	11
4152	11
2690	11
1370	11
1371	11
3442	11
1381	11
3944	11
1390	11
1387	11
2773	11
4606	11
1391	11
4649	11
1437	11
1394	11
1401	11
1395	11
1398	11
4502	11
1399	11
1408	11
1405	11
1409	11
2866	11
1417	11
4601	11
2994	11
1425	11
1426	11
1433	11
2564	11
1439	11
4600	11
1518	11
1441	11
2401	11
3706	11
1443	11
1445	11
4237	11
1451	11
3279	11
1453	11
2246	11
1454	11
1577	11
1457	11
4648	11
1463	11
3709	11
1484	11
1765	11
1488	11
1491	11
2170	11
1498	11
3958	11
4019	11
1502	11
4050	11
1503	11
4151	11
3448	11
1509	11
4029	11
1563	11
1512	11
2296	11
1529	11
1523	11
2463	11
1524	11
4607	11
2141	11
1525	11
4577	11
1536	11
1548	11
1540	11
1543	11
1549	11
1552	11
4046	11
1567	11
1555	11
1592	11
1560	11
1602	11
1562	11
4650	11
1574	11
1570	11
1578	11
3973	11
1587	11
4348	11
1591	11
1597	11
1598	11
1684	11
2763	11
2315	11
3702	11
2470	11
3984	11
3985	11
3320	11
3863	11
2312	12
16	12
2121	12
88	12
3199	12
114	12
2442	12
168	12
2076	12
213	12
231	12
3742	12
975	12
2740	12
1844	12
2989	12
2592	12
1846	12
2265	12
1847	12
4550	12
1853	12
1848	12
1851	12
4782	12
2266	12
1852	12
4695	12
1854	12
2596	12
1890	12
1857	12
4787	12
3570	12
1858	12
1859	12
4788	12
3051	12
1861	12
1862	12
1869	12
1865	12
4219	12
1866	12
4781	12
1874	12
1868	12
3492	12
1877	12
1870	12
1940	12
1872	12
4561	12
2275	12
4103	12
1883	12
1884	12
4786	12
2278	12
1887	12
3113	12
1891	12
1893	12
2279	12
1897	12
2271	12
1900	12
2735	12
1903	12
4730	12
4400	12
1904	12
3188	12
1907	12
4688	12
3243	12
1908	12
2961	12
1912	12
2274	12
1913	12
3208	12
1914	12
4729	12
1927	12
4167	12
1929	12
4073	12
1930	12
3011	12
1934	12
4240	12
1935	12
4768	12
1948	12
1941	12
4785	12
3217	12
1942	12
1945	12
1946	12
2260	12
1947	12
3079	12
1949	12
2362	12
1953	12
4709	12
1968	12
1959	12
1965	12
1966	12
2311	12
4769	12
1969	12
2836	12
3793	12
1978	12
1980	12
2283	12
1982	12
2003	12
1984	12
1997	12
1988	12
1990	12
4767	12
2280	12
1992	12
1995	12
2288	12
1996	12
5272	12
2000	12
3309	12
2009	12
5273	12
4728	12
2058	12
2039	12
3922	12
3698	12
2044	12
2046	12
2050	12
2159	12
2051	12
5006	12
2052	12
3428	12
2053	12
2056	12
2658	12
2063	12
5275	12
2287	12
2074	12
4592	12
2479	12
2487	12
2284	12
3650	12
4465	12
4784	12
4203	12
2481	12
2868	12
2517	12
3752	12
4063	12
4935	12
5274	12
4059	12
3248	12
3161	12
4789	12
3541	12
3181	12
3726	12
3197	12
3196	12
3198	12
3539	12
3203	12
4708	12
3534	12
3220	12
4783	12
3371	12
3223	12
3230	12
3531	12
3239	12
3925	12
4176	12
4540	12
3241	12
4936	12
3247	12
4037	12
3666	12
3252	12
4036	12
3261	12
3265	12
3291	12
4271	12
2166	13
18	13
2127	13
101	13
3612	13
130	13
229	13
3421	13
286	13
5055	13
2809	13
303	13
3673	13
307	13
4946	13
308	13
4947	13
321	13
316	13
5059	13
5058	13
2342	13
329	13
4914	13
652	13
507	13
680	13
2692	13
510	13
3326	13
3382	13
518	13
3507	13
532	13
527	13
5052	13
529	13
4875	13
2817	13
530	13
4288	13
564	13
531	13
563	13
534	13
3989	13
1295	13
537	13
2962	13
541	13
5054	13
558	13
544	13
4028	13
3437	13
546	13
4757	13
3927	13
549	13
581	13
554	13
1210	13
4384	13
569	13
560	13
3341	13
2745	13
565	13
640	13
568	13
4603	13
4598	13
2186	13
574	13
2320	13
575	13
4081	13
576	13
4814	13
2594	13
578	13
4441	13
2322	13
584	13
3391	13
588	13
586	13
4876	13
605	13
589	13
2335	13
2789	13
593	13
2790	13
2327	13
595	13
2776	13
3166	13
596	13
3167	13
2328	13
597	13
4917	13
3446	13
598	13
4943	13
4077	13
602	13
603	13
604	13
2201	13
607	13
3809	13
2377	13
610	13
4437	13
3459	13
611	13
613	13
3335	13
618	13
2319	13
619	13
3859	13
624	13
4807	13
641	13
627	13
3001	13
629	13
4539	13
632	13
4942	13
4062	13
639	13
2347	13
4323	13
2197	13
651	13
2491	13
4642	13
2374	13
660	13
4253	13
2846	13
661	13
4255	13
667	13
670	13
672	13
2729	13
676	13
679	13
4038	13
681	13
4333	13
683	13
3745	13
684	13
4945	13
687	13
685	13
4100	13
689	13
686	13
727	13
2413	13
691	13
688	13
695	13
693	13
690	13
697	13
694	13
692	13
2381	13
703	13
3864	13
758	13
732	13
2394	13
3678	13
749	13
4944	13
4267	13
753	13
4813	13
3953	13
768	13
4949	13
5060	13
2130	13
1212	13
2788	13
4877	13
3622	13
1265	13
3271	13
1999	13
4124	13
2014	13
2286	13
2016	13
2676	13
4411	13
2027	13
2336	13
2029	13
2410	13
2031	13
2035	13
2040	13
4663	13
3480	13
2048	13
3633	13
2064	13
5062	13
3294	13
4653	13
4690	13
4247	13
3759	13
2331	13
2333	13
4321	13
4270	13
3616	13
2349	13
4538	13
2364	13
4588	13
3891	13
2372	13
4916	13
3786	13
2542	13
2416	13
4314	13
2420	13
4667	13
4948	13
3723	13
2556	13
4712	13
4711	13
2622	13
2912	13
4091	13
2628	13
3518	13
2652	13
3903	13
4162	13
2774	13
4421	13
3192	13
2778	13
3332	13
2827	13
4092	13
2854	13
2885	13
5053	13
3105	13
3178	13
3285	13
3319	13
4138	13
3372	13
4589	13
4433	13
2241	14
20	14
246	14
45	14
251	14
91	14
2132	14
124	14
4129	14
2202	14
2701	14
274	14
3560	14
2706	14
276	14
2707	14
3281	14
280	14
3969	14
282	14
3972	14
2152	14
283	14
2213	14
573	14
621	14
2465	14
625	14
2206	14
2217	14
896	14
3971	14
924	14
3928	14
1333	14
1331	14
1462	14
3831	14
2366	14
3970	14
3097	14
2424	14
2713	14
3099	14
5143	15
21	15
2098	15
42	15
2393	15
66	15
2551	15
89	15
2200	15
113	15
3721	15
172	15
214	15
330	15
288	15
2898	15
3604	15
290	15
4585	15
305	15
2225	15
460	15
449	15
2721	15
577	15
2748	15
478	15
2828	15
3062	15
496	15
3085	15
533	15
4476	15
3418	15
539	15
